aic_code,ean_code,name,active_ingredient,form,dosage,atc_code,manufacturer,package_desc,is_otc,requires_prescription
000000338,4819346676659,IBUPROFENE SANDOZ 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Menarini Group,30 compresse,true,false
000000339,1809190158145,IBUPROFENE SANDOZ 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Italfarmaco S.p.A.,12 compresse,true,false
000000340,4766072832685,IBUPROFENE MYLAN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Dompé Farmaceutici S.p.A.,24 compresse,true,false
000000341,2450882100998,IBUPROFENE MYLAN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Viatris Italia S.r.l.,20 compresse,true,false
000000342,1435368222396,IBUPROFENE MYLAN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Recordati S.p.A.,30 compresse,true,false
000000343,2908781414130,IBUPROFENE MYLAN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Janssen-Cilag S.p.A.,12 compresse,true,false
000000344,5523149135778,IBUPROFENE MYLAN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Sandoz S.p.A.,24 compresse,true,false
000000345,4929955620537,IBUPROFENE MYLAN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Boehringer Ingelheim Italia S.p.A.,20 compresse,true,false
000000346,6452577754789,IBUPROFENE MYLAN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Sanofi S.r.l.,30 compresse,true,false
000000347,9142834110805,IBUPROFENE MYLAN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Janssen-Cilag S.p.A.,12 compresse,true,false
000000348,9308488725639,IBUPROFENE MYLAN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Janssen-Cilag S.p.A.,24 compresse,true,false
000000349,4278816580399,IBUPROFENE MYLAN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,AstraZeneca S.p.A.,20 compresse,true,false
000000350,2722992750371,IBUPROFENE MYLAN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Boehringer Ingelheim Italia S.p.A.,30 compresse,true,false
000000351,5303856770055,IBUPROFENE MYLAN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Sanofi S.r.l.,12 compresse,true,false
000000352,8449892665911,IBUPROFENE DOC 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Farmitalia S.r.l.,24 compresse,true,false
000000353,3865577908275,IBUPROFENE DOC 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,AstraZeneca S.p.A.,20 compresse,true,false
000000354,8432225913650,IBUPROFENE DOC 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Bayer S.p.A.,30 compresse,true,false
000000355,7739260302991,IBUPROFENE DOC 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,AstraZeneca S.p.A.,12 compresse,true,false
000000356,8092024286999,IBUPROFENE DOC 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Menarini Group,24 compresse,true,false
000000357,4137977236920,IBUPROFENE DOC 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Janssen-Cilag S.p.A.,20 compresse,true,false
000000358,2984257991367,IBUPROFENE DOC 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Mylan Italia S.r.l.,30 compresse,true,false
000000359,0388629127996,IBUPROFENE DOC 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Teva Italia S.r.l.,12 compresse,true,false
000000360,8811729806864,IBUPROFENE DOC 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Aurobindo Pharma S.r.l.,24 compresse,true,false
000000361,8637659916240,IBUPROFENE DOC 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Ibsa Farmaceutici Italia S.r.l.,20 compresse,true,false
000000362,1498643009815,IBUPROFENE DOC 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Farmitalia S.r.l.,30 compresse,true,false
000000363,,IBUPROFENE DOC 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Takeda Italia S.p.A.,12 compresse,true,false
000000364,5651269448697,SPIDIFEN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Aurobindo Pharma S.r.l.,24 compresse,true,false
000000365,6368872588748,SPIDIFEN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Italfarmaco S.p.A.,20 compresse,true,false
000000366,6213721386580,SPIDIFEN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Astellas Pharma S.p.A.,30 compresse,true,false
000000367,0260127961145,SPIDIFEN 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Boehringer Ingelheim Italia S.p.A.,12 compresse,true,false
000000368,9066984902779,SPIDIFEN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Angelini Pharma S.r.l.,24 compresse,true,false
000000369,8430988392057,SPIDIFEN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Servier Italia S.p.A.,20 compresse,true,false
000000370,2146566938017,SPIDIFEN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Novartis Farma S.p.A.,30 compresse,true,false
000000371,8955439376900,SPIDIFEN 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Recordati S.p.A.,12 compresse,true,false
000000372,8181845184895,SPIDIFEN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Recordati S.p.A.,24 compresse,true,false
000000373,6973577907147,SPIDIFEN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Pfizer Italia S.r.l.,20 compresse,true,false
000000374,3356588043418,SPIDIFEN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Viatris Italia S.r.l.,30 compresse,true,false
000000375,5182755394230,SPIDIFEN 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Fidia Farmaceutici S.p.A.,12 compresse,true,false
000000376,3343333952118,ANTALGIL 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Novartis Farma S.p.A.,24 compresse,true,false
000000377,7908075957942,ANTALGIL 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Fidia Farmaceutici S.p.A.,20 compresse,true,false
000000378,8463920867801,ANTALGIL 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Pharmos S.p.A.,30 compresse,true,false
000000379,2718750036917,ANTALGIL 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Bracco S.p.A.,12 compresse,true,false
000000380,4284347955278,ANTALGIL 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Pierre Fabre Italia S.p.A.,24 compresse,true,false
000000381,5564729293143,ANTALGIL 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Servier Italia S.p.A.,20 compresse,true,false
000000382,6322702672885,ANTALGIL 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Bracco S.p.A.,30 compresse,true,false
000000383,4489061203470,ANTALGIL 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Sanofi S.r.l.,12 compresse,true,false
000000384,5455884506158,ANTALGIL 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Bristol-Myers Squibb S.r.l.,24 compresse,true,false
000000385,9824558771691,ANTALGIL 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Dompé Farmaceutici S.p.A.,20 compresse,true,false
000000386,2256996112533,ANTALGIL 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Bracco S.p.A.,30 compresse,true,false
000000387,4496475987629,ANTALGIL 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,MSD Italia S.r.l.,12 compresse,true,false
000000388,2341326111789,IBUPROFENE ZENTIVA 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,EG S.p.A.,24 compresse,true,false
000000389,,IBUPROFENE ZENTIVA 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Viatris Italia S.r.l.,20 compresse,true,false
000000390,1149216433475,IBUPROFENE ZENTIVA 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,GSK S.p.A.,30 compresse,true,false
000000391,2005577848725,IBUPROFENE ZENTIVA 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Biogen Italia S.r.l.,12 compresse,true,false
000000392,9796884578315,IBUPROFENE ZENTIVA 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Neopharmed Gentili S.p.A.,24 compresse,true,false
000000393,6424008254786,IBUPROFENE ZENTIVA 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Angelini Pharma S.r.l.,20 compresse,true,false
000000394,7740649308534,IBUPROFENE ZENTIVA 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Almirall S.p.A.,30 compresse,true,false
000000395,6632663416382,IBUPROFENE ZENTIVA 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Astellas Pharma S.p.A.,12 compresse,true,false
000000396,4484631224176,IBUPROFENE ZENTIVA 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Astellas Pharma S.p.A.,24 compresse,true,false
000000397,9735020802143,IBUPROFENE ZENTIVA 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Chiesi Farmaceutici S.p.A.,20 compresse,true,false
000000398,7031207356471,IBUPROFENE ZENTIVA 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Aurobindo Pharma S.r.l.,30 compresse,true,false
000000399,0512046187237,IBUPROFENE ZENTIVA 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Recordati S.p.A.,12 compresse,true,false
000000400,0136730371834,IBUPROFENE AUROBINDO 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Ibsa Farmaceutici Italia S.r.l.,24 compresse,true,false
000000401,4520881474357,IBUPROFENE AUROBINDO 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,EG S.p.A.,20 compresse,true,false
000000402,3136502491637,IBUPROFENE AUROBINDO 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,Angelini Pharma S.r.l.,30 compresse,true,false
000000403,9792513271954,IBUPROFENE AUROBINDO 200 mg COMPRESSE,ibuprofene,compressa,200 mg,M01AE01,EG S.p.A.,12 compresse,true,false
000000404,2812735857303,IBUPROFENE AUROBINDO 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Mylan Italia S.r.l.,24 compresse,true,false
000000405,2407784873925,IBUPROFENE AUROBINDO 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Biogen Italia S.r.l.,20 compresse,true,false
000000406,7498218274482,IBUPROFENE AUROBINDO 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Aurobindo Pharma S.r.l.,30 compresse,true,false
000000407,8620959351866,IBUPROFENE AUROBINDO 400 mg COMPRESSE,ibuprofene,compressa,400 mg,M01AE01,Abbvie S.r.l.,12 compresse,true,false
000000408,7829456511815,IBUPROFENE AUROBINDO 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Teva Italia S.r.l.,24 compresse,true,false
000000409,2203173109671,IBUPROFENE AUROBINDO 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Farmitalia S.r.l.,20 compresse,true,false
000000410,9405391037177,IBUPROFENE AUROBINDO 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,EG S.p.A.,30 compresse,true,false
000000411,6509480141387,IBUPROFENE AUROBINDO 600 mg COMPRESSE,ibuprofene,compressa,600 mg,M01AE01,Sanofi S.r.l.,12 compresse,true,false
000000412,3863383928869,BRUFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Sanofi S.r.l.,20 bustine,true,false
000000413,9576122868527,BRUFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Biogen Italia S.r.l.,10 bustine,true,false
000000414,7558556659393,BRUFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Biogen Italia S.r.l.,30 bustine,true,false
000000415,8457760049084,BRUFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,GSK S.p.A.,20 bustine,true,false
000000416,4043350488896,BRUFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Lilly Italia S.p.A.,10 bustine,true,false
000000417,0752245933444,BRUFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Novartis Farma S.p.A.,30 bustine,true,false
000000418,9315727919407,NUROFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Lilly Italia S.p.A.,20 bustine,true,false
000000419,0556613906043,NUROFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Farmitalia S.r.l.,10 bustine,true,false
000000420,,NUROFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Biogen Italia S.r.l.,30 bustine,true,false
000000421,5832067998137,NUROFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Pierre Fabre Italia S.p.A.,20 bustine,true,false
000000422,6225179086417,NUROFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Viatris Italia S.r.l.,10 bustine,true,false
000000423,2278376938984,NUROFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Servier Italia S.p.A.,30 bustine,true,false
000000424,4659116655350,MOMENT GRANULATO 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Zentiva Italia S.r.l.,20 bustine,true,false
000000425,0425979270337,MOMENT GRANULATO 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Aurobindo Pharma S.r.l.,10 bustine,true,false
000000426,1103924051475,MOMENT GRANULATO 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Ibsa Farmaceutici Italia S.r.l.,30 bustine,true,false
000000427,,MOMENT GRANULATO 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Takeda Italia S.p.A.,20 bustine,true,false
000000428,3388487920699,MOMENT GRANULATO 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Farmitalia S.r.l.,10 bustine,true,false
000000429,,MOMENT GRANULATO 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,AstraZeneca S.p.A.,30 bustine,true,false
000000430,3940701645100,IBUPROFENE EG 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Dompé Farmaceutici S.p.A.,20 bustine,true,false
000000431,6368157981233,IBUPROFENE EG 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Pharmos S.p.A.,10 bustine,true,false
000000432,8003845762050,IBUPROFENE EG 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Zentiva Italia S.r.l.,30 bustine,true,false
000000433,4384046084320,IBUPROFENE EG 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Sandoz S.p.A.,20 bustine,true,false
000000434,2168936392649,IBUPROFENE EG 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Bristol-Myers Squibb S.r.l.,10 bustine,true,false
000000435,8232983248267,IBUPROFENE EG 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Roche S.p.A.,30 bustine,true,false
000000436,9251881252052,SPIDIFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Almirall S.p.A.,20 bustine,true,false
000000437,4742312209943,SPIDIFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Bristol-Myers Squibb S.r.l.,10 bustine,true,false
000000438,3933051728975,SPIDIFEN 400 mg GRANULATO,ibuprofene,granulato,400 mg,M01AE01,Aurobindo Pharma S.r.l.,30 bustine,true,false
000000439,6772233060468,SPIDIFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Boehringer Ingelheim Italia S.p.A.,20 bustine,true,false
000000440,3312797573665,SPIDIFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Teva Italia S.r.l.,10 bustine,true,false
000000441,6569998808172,SPIDIFEN 600 mg GRANULATO,ibuprofene,granulato,600 mg,M01AE01,Alfasigma S.p.A.,30 bustine,true,false
000000442,0388608680344,DOLGIT 5% GEL,ibuprofene,gel,5%,M02AA13,Neopharmed Gentili S.p.A.,50 g gel,true,false
000000443,4472649082772,DOLGIT 5% GEL,ibuprofene,gel,5%,M02AA13,Novartis Farma S.p.A.,100 g gel,true,false
000000444,1298266570279,DOLGIT 5% GEL,ibuprofene,gel,5%,M02AA13,Janssen-Cilag S.p.A.,30 g gel,true,false
000000445,3714521117518,DOLGIT 10% GEL,ibuprofene,gel,10%,M02AA13,Farmitalia S.r.l.,50 g gel,true,false
000000446,8926860259223,DOLGIT 10% GEL,ibuprofene,gel,10%,M02AA13,Roche S.p.A.,100 g gel,true,false
000000447,0644742123094,DOLGIT 10% GEL,ibuprofene,gel,10%,M02AA13,Recordati S.p.A.,30 g gel,true,false
000000448,,IBUPROFENE EG GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Fidia Farmaceutici S.p.A.,50 g gel,true,false
000000449,8097339776715,IBUPROFENE EG GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Bristol-Myers Squibb S.r.l.,100 g gel,true,false
000000450,3849830220502,IBUPROFENE EG GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Roche S.p.A.,30 g gel,true,false
000000451,9945101622496,IBUPROFENE EG GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Bristol-Myers Squibb S.r.l.,50 g gel,true,false
000000452,8279501455615,IBUPROFENE EG GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Pierre Fabre Italia S.p.A.,100 g gel,true,false
000000453,1472145868330,IBUPROFENE EG GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Astellas Pharma S.p.A.,30 g gel,true,false
000000454,9817946954899,NUROFEN GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Astellas Pharma S.p.A.,50 g gel,true,false
000000455,2997877293438,NUROFEN GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Angelini Pharma S.r.l.,100 g gel,true,false
000000456,7139660558309,NUROFEN GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Abbvie S.r.l.,30 g gel,true,false
000000457,4144885015561,NUROFEN GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Lilly Italia S.p.A.,50 g gel,true,false
000000458,0235577027277,NUROFEN GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Biogen Italia S.r.l.,100 g gel,true,false
000000459,7608495880393,NUROFEN GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Sandoz S.p.A.,30 g gel,true,false
000000460,5124056829967,IBUPROFENE TEVA GEL 5% GEL,ibuprofene,gel,5%,M02AA13,MSD Italia S.r.l.,50 g gel,true,false
000000461,4504617357435,IBUPROFENE TEVA GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Farmitalia S.r.l.,100 g gel,true,false
000000462,1503178078233,IBUPROFENE TEVA GEL 5% GEL,ibuprofene,gel,5%,M02AA13,Sandoz S.p.A.,30 g gel,true,false
000000463,8452182307682,IBUPROFENE TEVA GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Bayer S.p.A.,50 g gel,true,false
000000464,,IBUPROFENE TEVA GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Teva Italia S.r.l.,100 g gel,true,false
000000465,9157018409439,IBUPROFENE TEVA GEL 10% GEL,ibuprofene,gel,10%,M02AA13,Bracco S.p.A.,30 g gel,true,false
000000466,4485714224106,MAALOX 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Astellas Pharma S.p.A.,40 compresse,true,false
000000467,1385854249324,MAALOX 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Pfizer Italia S.r.l.,60 compresse,true,false
000000468,5870207016013,MAALOX 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Pierre Fabre Italia S.p.A.,36 compresse,true,false
000000469,9979545381794,MAALOX 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,GSK S.p.A.,40 compresse,true,false
000000470,7174773329453,MAALOX 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Viatris Italia S.r.l.,60 compresse,true,false
000000471,5577017157720,MAALOX 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Dompé Farmaceutici S.p.A.,36 compresse,true,false
000000472,9928161581484,MAALOX 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Alfasigma S.p.A.,40 compresse,true,false
000000473,6393827615392,MAALOX 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Pierre Fabre Italia S.p.A.,60 compresse,true,false
000000474,6958321971995,MAALOX 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Alfasigma S.p.A.,36 compresse,true,false
000000475,1724619196570,RENNIE 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,EG S.p.A.,40 compresse,true,false
000000476,2902278469979,RENNIE 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Abbvie S.r.l.,60 compresse,true,false
000000477,5494651909860,RENNIE 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,GSK S.p.A.,36 compresse,true,false
000000478,0580085140360,RENNIE 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Janssen-Cilag S.p.A.,40 compresse,true,false
000000479,5666683272384,RENNIE 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Mylan Italia S.r.l.,60 compresse,true,false
000000480,5624220102761,RENNIE 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,GSK S.p.A.,36 compresse,true,false
000000481,6796927868765,RENNIE 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Zentiva Italia S.r.l.,40 compresse,true,false
000000482,6909738468950,RENNIE 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Teva Italia S.r.l.,60 compresse,true,false
000000483,9751971284784,RENNIE 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Novartis Farma S.p.A.,36 compresse,true,false
000000484,9137189490580,GAVISCON ANTIACIDO 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Angelini Pharma S.r.l.,40 compresse,true,false
000000485,8795654420947,GAVISCON ANTIACIDO 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Lilly Italia S.p.A.,60 compresse,true,false
000000486,7929049047124,GAVISCON ANTIACIDO 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Pharmos S.p.A.,36 compresse,true,false
000000487,4429444019298,GAVISCON ANTIACIDO 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Roche S.p.A.,40 compresse,true,false
000000488,5243728051298,GAVISCON ANTIACIDO 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Roche S.p.A.,60 compresse,true,false
000000489,6637239504104,GAVISCON ANTIACIDO 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,AstraZeneca S.p.A.,36 compresse,true,false
000000490,7478366742866,GAVISCON ANTIACIDO 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Angelini Pharma S.r.l.,40 compresse,true,false
000000491,7658018569458,GAVISCON ANTIACIDO 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Chiesi Farmaceutici S.p.A.,60 compresse,true,false
000000492,1496739385256,GAVISCON ANTIACIDO 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Amgen S.r.l.,36 compresse,true,false
000000493,,CALCIO CARBONATO EG 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Angelini Pharma S.r.l.,40 compresse,true,false
000000494,0618175344302,CALCIO CARBONATO EG 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Menarini Group,60 compresse,true,false
000000495,0939111926926,CALCIO CARBONATO EG 500 mg COMPRESSE,carbonato di calcio,compressa,500 mg,A02AC01,Bayer S.p.A.,36 compresse,true,false
000000496,4471746542141,CALCIO CARBONATO EG 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,EG S.p.A.,40 compresse,true,false
000000497,5044271739622,CALCIO CARBONATO EG 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Fidia Farmaceutici S.p.A.,60 compresse,true,false
000000498,8639174101194,CALCIO CARBONATO EG 750 mg COMPRESSE,carbonato di calcio,compressa,750 mg,A02AC01,Recordati S.p.A.,36 compresse,true,false
000000499,0720064256907,CALCIO CARBONATO EG 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Pharmos S.p.A.,40 compresse,true,false
000000500,7766183067195,CALCIO CARBONATO EG 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Biogen Italia S.r.l.,60 compresse,true,false
000000501,5546015851749,CALCIO CARBONATO EG 680 mg COMPRESSE,carbonato di calcio,compressa,680 mg,A02AC01,Abbvie S.r.l.,36 compresse,true,false
000000502,0634615717321,MAALOX SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Teva Italia S.r.l.,200 ml sospensione,true,false
000000503,9376184787008,MAALOX SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Sandoz S.p.A.,250 ml sospensione,true,false
000000504,0613878293100,GELUSIL SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Roche S.p.A.,200 ml sospensione,true,false
000000505,0790320204171,GELUSIL SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Astellas Pharma S.p.A.,250 ml sospensione,true,false
000000506,9111799313651,ANTIACIDO TEVA SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Viatris Italia S.r.l.,200 ml sospensione,true,false
000000507,9825309251141,ANTIACIDO TEVA SOSPENSIONE ORALE,idrossido di alluminio + idrossido di magnesio,soluzione iniettabile,200 mg/5 ml + 195 mg/5 ml,A02AD,Roche S.p.A.,250 ml sospensione,true,false
000000508,2582739021962,GAVISCON 500 mg BUSTINE,alginato di sodio,bustina,500 mg,A02BX02,AstraZeneca S.p.A.,24 bustine,true,false
000000509,,GAVISCON 500 mg BUSTINE,alginato di sodio,bustina,500 mg,A02BX02,Fidia Farmaceutici S.p.A.,12 bustine,true,false
000000510,0219467232484,GAVISCON ADVANCE 500 mg BUSTINE,alginato di sodio,bustina,500 mg,A02BX02,Neopharmed Gentili S.p.A.,24 bustine,true,false
000000511,2909279145604,GAVISCON ADVANCE 500 mg BUSTINE,alginato di sodio,bustina,500 mg,A02BX02,Amgen S.r.l.,12 bustine,true,false
000000512,1819588373401,CLARITIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Abbvie S.r.l.,7 compresse,true,false
000000513,2772200543646,CLARITIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Sandoz S.p.A.,10 compresse,true,false
